demande_id,region,prefecture,commune,quartier_x,type_document,categorie_document,nombre_demandes,delai_traitement_jours,taux_rejet,date_demande,motif_demande,statut_demande,canal_demande,age_demandeur,sexe_demandeur,centre_id,nom_centre,type_centre,quartier_y,latitude,longitude,personnel_capacite_jour,nombre_guichets,heures_ouverture,horaire_nuit,equipement_numerique,date_ouverture,statut_centre,commune_id,latitude_geo,longitude_geo,altitude_m,superficie_km2,population_densite,code_postal,type_commune,distance_capitale_km,zone_climatique,pib_par_habitant_fcfa,taux_chomage,taux_pauvrete,acces_electricite,acces_eau_potable,acces_internet,indice_developpement,score_education,score_sante,nombre_ecoles,nombre_hopitaux,nombre_banques,population,superficie_km2_socio,densite,taux_urbanisation,taux_alphabetisation,age_median,nombre_menages,revenu_moyen_fcfa,annee,mois,nombre_demandes_mensuel,delai_moyen_jours,taux_rejet_moyen,delai_effectif,nombre_rejete,longueur_km,temps_parcours_heures
D103,Centrale,Sotouboua,Sotouboua,Bè,Acte de naissance,Civil,18.0,22.0,0.11,2023-08-27,Perte,En cours,Guichet,21.0,F,CT012,Centre Sotouboua,Secondaire,Résidentiel,8.2161,1.3118,54.0,5.0,08:00-16:00,Non,Partiel,2022-07-15,Actif,COM105,9.1953,1.3893,256.0,204.0,183.0,BP 96,Semi-urbaine,341.0,Savane,530000.0,0.22,0.43,0.79,0.76,0.32,0.55,0.61,0.59,74.0,4.0,11.0,155452.0,204.0,762.0,0.52,0.75,21.0,30086.0,218170.0,2023.0,1.0,310.0,13.5,0.04,17.8,50.0,280.0,2.2333333333333334
D103,Centrale,Sotouboua,Sotouboua,Bè,Acte de naissance,Civil,18.0,22.0,0.11,2023-08-27,Perte,En cours,Guichet,21.0,F,CT051,Centre Sotouboua,Secondaire,Résidentiel,9.1659,0.8743,109.0,2.0,08:00-16:00,Non,Partiel,2022-05-29,Actif,COM105,9.1953,1.3893,256.0,204.0,183.0,BP 96,Semi-urbaine,341.0,Savane,530000.0,0.22,0.43,0.79,0.76,0.32,0.55,0.61,0.59,74.0,4.0,11.0,155452.0,204.0,762.0,0.52,0.75,21.0,30086.0,218170.0,2023.0,1.0,310.0,13.5,0.04,22.08333333333333,97.0,280.0,2.2333333333333334
D104,Centrale,Sotouboua,Sotouboua,Hedzranawoé,Acte de naissance,Civil,43.0,22.0,0.04,2023-02-07,Perte,Rejetée,Guichet,55.0,F,CT012,Centre Sotouboua,Secondaire,Résidentiel,8.2161,1.3118,54.0,5.0,08:00-16:00,Non,Partiel,2022-07-15,Actif,COM105,9.1953,1.3893,256.0,204.0,183.0,BP 96,Semi-urbaine,341.0,Savane,530000.0,0.22,0.43,0.79,0.76,0.32,0.55,0.61,0.59,74.0,4.0,11.0,155452.0,204.0,762.0,0.52,0.75,21.0,30086.0,218170.0,2023.0,1.0,310.0,13.5,0.04,17.8,50.0,280.0,2.2333333333333334
D104,Centrale,Sotouboua,Sotouboua,Hedzranawoé,Acte de naissance,Civil,43.0,22.0,0.04,2023-02-07,Perte,Rejetée,Guichet,55.0,F,CT051,Centre Sotouboua,Secondaire,Résidentiel,9.1659,0.8743,109.0,2.0,08:00-16:00,Non,Partiel,2022-05-29,Actif,COM105,9.1953,1.3893,256.0,204.0,183.0,BP 96,Semi-urbaine,341.0,Savane,530000.0,0.22,0.43,0.79,0.76,0.32,0.55,0.61,0.59,74.0,4.0,11.0,155452.0,204.0,762.0,0.52,0.75,21.0,30086.0,218170.0,2023.0,1.0,310.0,13.5,0.04,22.08333333333333,97.0,280.0,2.2333333333333334
D105,Maritime,Vo,Vogan,Nyékonakpoé,Carte d'identité,Identité,177.0,8.0,0.05,2023-10-15,Première demande,Rejetée,En ligne,47.0,F,CT020,Centre Vogan,Secondaire,Administratif,6.3093,1.3497,32.0,2.0,08:00-16:00,Non,Partiel,2019-09-03,Actif,COM001,6.2295,1.504,19.0,343.0,35.0,BP 272,Rurale,34.0,Côtière,720000.0,0.13,0.27,0.9200000000000002,0.89,0.6,0.69,0.75,0.73,190.0,13.0,30.0,48777.0,478.0,102.0,0.33,0.76,19.0,8590.0,78348.0,2024.0,1.0,826.0,13.040000000000001,0.038,22.0,25.0,720.0,2.84
D105,Maritime,Vo,Vogan,Nyékonakpoé,Carte d'identité,Identité,177.0,8.0,0.05,2023-10-15,Première demande,Rejetée,En ligne,47.0,F,CT031,Centre Vogan,Secondaire,Centre ville,6.2145,1.4578,64.0,6.0,08:00-16:00,Non,Limite,2017-07-27,Actif,COM001,6.2295,1.504,19.0,343.0,35.0,BP 272,Rurale,34.0,Côtière,720000.0,0.13,0.27,0.9200000000000002,0.89,0.6,0.69,0.75,0.73,190.0,13.0,30.0,48777.0,478.0,102.0,0.33,0.76,19.0,8590.0,78348.0,2024.0,1.0,826.0,13.040000000000001,0.038,28.571428571428573,71.0,720.0,2.84
D106,Kara,Kozah,Kara,Bè,Casier judiciaire,Judiciaire,18.0,40.0,0.11,2023-07-19,Emploi,En cours,En ligne,26.0,M,CT010,Centre Principal Kara,Principal,Préfecture,9.324,0.7628,274.0,13.0,07:30-17:30,Non,Complet,2023-11-24,Actif,COM125,9.3424,1.305,532.0,196.0,1916.0,BP 394,Urbaine,357.0,Savane,590000.0,0.2,0.37,0.86,0.83,0.42,0.62,0.67,0.64,115.0,8.0,21.0,165744.0,145.0,1143.0,0.58,0.7,19.0,40188.0,185819.0,2023.0,1.0,818.0,19.060000000000002,0.06,23.9,67.0,243.0,1.525
D106,Kara,Kozah,Kara,Bè,Casier judiciaire,Judiciaire,18.0,40.0,0.11,2023-07-19,Emploi,En cours,En ligne,26.0,M,CT042,Centre Principal Kara,Principal,Centre ville,9.4131,0.8157,294.0,14.0,07:30-17:30,Non,Complet,2020-08-10,Actif,COM125,9.3424,1.305,532.0,196.0,1916.0,BP 394,Urbaine,357.0,Savane,590000.0,0.2,0.37,0.86,0.83,0.42,0.62,0.67,0.64,115.0,8.0,21.0,165744.0,145.0,1143.0,0.58,0.7,19.0,40188.0,185819.0,2023.0,1.0,818.0,19.060000000000002,0.06,22.181818181818183,113.0,243.0,1.525
D107,Centrale,Tchaoudjo,Sokodé,Adidogomé,Acte de naissance,Civil,44.0,41.0,0.0,2023-03-24,Detérioré,Traitee,Guichet,65.0,M,CT022,Centre Principal Sokodé,Principal,Centre ville,8.5795,0.9275,273.0,10.0,07:30-17:30,Oui,Complet,2015-04-04,Actif,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,2023.0,3.0,360.0,13.1,0.04,17.666666666666668,48.0,240.0,3.0
D107,Centrale,Tchaoudjo,Sokodé,Adidogomé,Acte de naissance,Civil,44.0,41.0,0.0,2023-03-24,Detérioré,Traitee,Guichet,65.0,M,CT026,Centre Principal Sokodé,Principal,Résidentiel,8.9819,0.831,345.0,11.0,07:30-17:30,Non,Complet,2020-10-16,Actif,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,2023.0,3.0,360.0,13.1,0.04,19.84210526315789,71.0,240.0,3.0
D107,Centrale,Tchaoudjo,Sokodé,Adidogomé,Acte de naissance,Civil,44.0,41.0,0.0,2023-03-24,Detérioré,Traitee,Guichet,65.0,M,CT029,Centre Principal Sokodé,Principal,Zone industrielle,8.876,1.203,358.0,13.0,07:30-17:30,Non,Complet,2023-07-15,Actif,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,2023.0,3.0,360.0,13.1,0.04,16.666666666666668,101.0,240.0,3.0
D107,Centrale,Tchaoudjo,Sokodé,Adidogomé,Acte de naissance,Civil,44.0,41.0,0.0,2023-03-24,Detérioré,Traitee,Guichet,65.0,M,CT040,Centre Sokodé,Secondaire,Résidentiel,8.9743,1.1478,118.0,2.0,08:00-16:00,Non,Partiel,2020-03-04,Actif,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,2023.0,3.0,360.0,13.1,0.04,19.0,23.0,240.0,3.0
D107,Centrale,Tchaoudjo,Sokodé,Adidogomé,Acte de naissance,Civil,44.0,41.0,0.0,2023-03-24,Detérioré,Traitee,Guichet,65.0,M,CT054,Centre Principal Sokodé,Principal,Poste,8.6473,1.0778,248.0,12.0,07:30-17:30,Non,Complet,2020-12-15,Actif,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,2023.0,3.0,360.0,13.1,0.04,35.0,6.0,240.0,3.0
D108,Savanes,Oti,Mango,Tokoin,Carte d'identité,Identité,153.0,29.0,0.04,2023-11-07,Détérioration,Traitee,En ligne,79.0,F,CT010,Centre Principal Sokodé,Principal,Résidentiel,9.45466,1.0748000000000002,79.6,6.0,07:30-17:30,Non,Complet,2020-08-10,Actif,COM163,10.1324,0.399,187.0,516.0,36.0,BP 370,Rurale,453.0,Savane,470000.0,0.26,0.51,0.73,0.71,0.29,0.51,0.56,0.54,72.0,4.0,12.0,46977.0,239.0,196.0,0.13,0.64,23.0,9179.0,127582.0,2023.0,1.0,692.0,26.080000000000002,0.094,23.6,61.8,105.0,1.4500000000000002
D109,Plateaux,Haho,Notsé,Amoutivé,Carte d'identité,Identité,179.0,12.0,0.13,2023-02-03,Vol,Traitee,En ligne,35.0,M,CT055,Centre Notsé,Secondaire,Gare routière,7.1331,0.7312,85.0,2.0,08:00-16:00,Non,Partiel,2020-07-25,Actif,COM073,7.1188,0.7905,494.0,267.0,124.0,BP 40,Semi-urbaine,119.0,Transition,600000.0,0.17,0.33,0.83,0.81,0.37,0.6,0.66,0.62,92.0,5.0,15.0,24063.0,412.0,58.0,0.14,0.63,24.0,5183.0,90134.0,2024.0,1.0,826.0,13.040000000000001,0.038,16.4,38.0,123.0,1.35
D110,Kara,Kozah,Kara,Tokoin,Passeport,Voyage,174.0,26.0,0.03,2023-11-22,Perte,Traitee,Guichet,90.0,M,CT010,Centre Principal Kara,Principal,Préfecture,9.324,0.7628,274.0,13.0,07:30-17:30,Non,Complet,2023-11-24,Actif,COM125,9.3424,1.305,532.0,196.0,1916.0,BP 394,Urbaine,357.0,Savane,590000.0,0.2,0.37,0.86,0.83,0.42,0.62,0.67,0.64,115.0,8.0,21.0,165744.0,145.0,1143.0,0.58,0.7,19.0,40188.0,185819.0,2023.0,1.0,740.0,30.0,0.1,23.9,67.0,243.0,1.525
D110,Kara,Kozah,Kara,Tokoin,Passeport,Voyage,174.0,26.0,0.03,2023-11-22,Perte,Traitee,Guichet,90.0,M,CT042,Centre Principal Kara,Principal,Centre ville,9.4131,0.8157,294.0,14.0,07:30-17:30,Non,Complet,2020-08-10,Actif,COM125,9.3424,1.305,532.0,196.0,1916.0,BP 394,Urbaine,357.0,Savane,590000.0,0.2,0.37,0.86,0.83,0.42,0.62,0.67,0.64,115.0,8.0,21.0,165744.0,145.0,1143.0,0.58,0.7,19.0,40188.0,185819.0,2023.0,1.0,740.0,30.0,0.1,22.181818181818183,113.0,243.0,1.525
D111,Savanes,Tône,Dapaong,Bè,Passeport,Voyage,118.0,31.0,0.03,2023-07-04,Perte,En cours,Guichet,58.0,M,CT001,Centre Principal Dapaong,Principal,Administratif,10.592,0.4742,300.0,12.0,07:30-17:30,Non,Complet,2016-02-14,Actif,COM157,10.2444,0.6929,164.0,187.0,3082.0,BP 32,Urbaine,460.0,Savane,720000.0,0.13,0.27,0.9200000000000002,0.89,0.6,0.69,0.75,0.73,190.0,13.0,30.0,115222.0,275.0,418.0,0.6,0.67,24.0,18856.0,172975.0,2024.0,1.0,958.0,19.279999999999998,0.06200000000000001,17.555555555555557,57.0,130.0,1.9
D111,Savanes,Tône,Dapaong,Bè,Passeport,Voyage,118.0,31.0,0.03,2023-07-04,Perte,En cours,Guichet,58.0,M,CT032,Centre Dapaong,Secondaire,Gare routière,10.1609,0.0987,59.0,3.0,08:00-16:00,Non,Partiel,2016-03-21,Actif,COM157,10.2444,0.6929,164.0,187.0,3082.0,BP 32,Urbaine,460.0,Savane,720000.0,0.13,0.27,0.9200000000000002,0.89,0.6,0.69,0.75,0.73,190.0,13.0,30.0,115222.0,275.0,418.0,0.6,0.67,24.0,18856.0,172975.0,2024.0,1.0,958.0,19.279999999999998,0.06200000000000001,17.625,55.0,130.0,1.9
D112,Centrale,Tchaoudjo,Sokodé,Bè,Passeport,Voyage,14.0,42.0,0.14,2023-10-31,Expiration,En cours,Guichet,24.0,M,CT022,Centre Principal Sokodé,Principal,Centre ville,8.5795,0.9275,273.0,10.0,07:30-17:30,Oui,Complet,2015-04-04,Actif,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,2023.0,3.0,610.0,30.5,0.11,17.666666666666668,48.0,240.0,3.0
D112,Centrale,Tchaoudjo,Sokodé,Bè,Passeport,Voyage,14.0,42.0,0.14,2023-10-31,Expiration,En cours,Guichet,24.0,M,CT026,Centre Principal Sokodé,Principal,Résidentiel,8.9819,0.831,345.0,11.0,07:30-17:30,Non,Complet,2020-10-16,Actif,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,2023.0,3.0,610.0,30.5,0.11,19.84210526315789,71.0,240.0,3.0
D112,Centrale,Tchaoudjo,Sokodé,Bè,Passeport,Voyage,14.0,42.0,0.14,2023-10-31,Expiration,En cours,Guichet,24.0,M,CT029,Centre Principal Sokodé,Principal,Zone industrielle,8.876,1.203,358.0,13.0,07:30-17:30,Non,Complet,2023-07-15,Actif,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,2023.0,3.0,610.0,30.5,0.11,16.666666666666668,101.0,240.0,3.0
D112,Centrale,Tchaoudjo,Sokodé,Bè,Passeport,Voyage,14.0,42.0,0.14,2023-10-31,Expiration,En cours,Guichet,24.0,M,CT040,Centre Sokodé,Secondaire,Résidentiel,8.9743,1.1478,118.0,2.0,08:00-16:00,Non,Partiel,2020-03-04,Actif,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,2023.0,3.0,610.0,30.5,0.11,19.0,23.0,240.0,3.0
D112,Centrale,Tchaoudjo,Sokodé,Bè,Passeport,Voyage,14.0,42.0,0.14,2023-10-31,Expiration,En cours,Guichet,24.0,M,CT054,Centre Principal Sokodé,Principal,Poste,8.6473,1.0778,248.0,12.0,07:30-17:30,Non,Complet,2020-12-15,Actif,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,2023.0,3.0,610.0,30.5,0.11,35.0,6.0,240.0,3.0
D113,Centrale,Tchaoudjo,Sokodé,Agoè,Certificat de nationalité,Identité,23.0,39.0,0.05,2023-06-22,Perte,En cours,Guichet,72.0,M,CT022,Centre Principal Sokodé,Principal,Centre ville,8.5795,0.9275,273.0,10.0,07:30-17:30,Oui,Complet,2015-04-04,Actif,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,2023.0,3.0,624.0,20.96,0.074,17.666666666666668,48.0,240.0,3.0
D113,Centrale,Tchaoudjo,Sokodé,Agoè,Certificat de nationalité,Identité,23.0,39.0,0.05,2023-06-22,Perte,En cours,Guichet,72.0,M,CT026,Centre Principal Sokodé,Principal,Résidentiel,8.9819,0.831,345.0,11.0,07:30-17:30,Non,Complet,2020-10-16,Actif,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,2023.0,3.0,624.0,20.96,0.074,19.84210526315789,71.0,240.0,3.0
D113,Centrale,Tchaoudjo,Sokodé,Agoè,Certificat de nationalité,Identité,23.0,39.0,0.05,2023-06-22,Perte,En cours,Guichet,72.0,M,CT029,Centre Principal Sokodé,Principal,Zone industrielle,8.876,1.203,358.0,13.0,07:30-17:30,Non,Complet,2023-07-15,Actif,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,2023.0,3.0,624.0,20.96,0.074,16.666666666666668,101.0,240.0,3.0
D113,Centrale,Tchaoudjo,Sokodé,Agoè,Certificat de nationalité,Identité,23.0,39.0,0.05,2023-06-22,Perte,En cours,Guichet,72.0,M,CT040,Centre Sokodé,Secondaire,Résidentiel,8.9743,1.1478,118.0,2.0,08:00-16:00,Non,Partiel,2020-03-04,Actif,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,2023.0,3.0,624.0,20.96,0.074,19.0,23.0,240.0,3.0
D113,Centrale,Tchaoudjo,Sokodé,Agoè,Certificat de nationalité,Identité,23.0,39.0,0.05,2023-06-22,Perte,En cours,Guichet,72.0,M,CT054,Centre Principal Sokodé,Principal,Poste,8.6473,1.0778,248.0,12.0,07:30-17:30,Non,Complet,2020-12-15,Actif,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,2023.0,3.0,624.0,20.96,0.074,35.0,6.0,240.0,3.0
D114,Centrale,Tchaoudjo,Sokodé,Golfe,Casier judiciaire,Judiciaire,104.0,16.0,0.02,2023-09-04,Concours,Rejetée,Guichet,78.0,M,CT022,Centre Principal Sokodé,Principal,Centre ville,8.5795,0.9275,273.0,10.0,07:30-17:30,Oui,Complet,2015-04-04,Actif,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,2023.0,3.0,556.0,18.660000000000004,0.064,17.666666666666668,48.0,240.0,3.0
D114,Centrale,Tchaoudjo,Sokodé,Golfe,Casier judiciaire,Judiciaire,104.0,16.0,0.02,2023-09-04,Concours,Rejetée,Guichet,78.0,M,CT026,Centre Principal Sokodé,Principal,Résidentiel,8.9819,0.831,345.0,11.0,07:30-17:30,Non,Complet,2020-10-16,Actif,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,2023.0,3.0,556.0,18.660000000000004,0.064,19.84210526315789,71.0,240.0,3.0
D114,Centrale,Tchaoudjo,Sokodé,Golfe,Casier judiciaire,Judiciaire,104.0,16.0,0.02,2023-09-04,Concours,Rejetée,Guichet,78.0,M,CT029,Centre Principal Sokodé,Principal,Zone industrielle,8.876,1.203,358.0,13.0,07:30-17:30,Non,Complet,2023-07-15,Actif,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,2023.0,3.0,556.0,18.660000000000004,0.064,16.666666666666668,101.0,240.0,3.0
D114,Centrale,Tchaoudjo,Sokodé,Golfe,Casier judiciaire,Judiciaire,104.0,16.0,0.02,2023-09-04,Concours,Rejetée,Guichet,78.0,M,CT040,Centre Sokodé,Secondaire,Résidentiel,8.9743,1.1478,118.0,2.0,08:00-16:00,Non,Partiel,2020-03-04,Actif,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,2023.0,3.0,556.0,18.660000000000004,0.064,19.0,23.0,240.0,3.0
D114,Centrale,Tchaoudjo,Sokodé,Golfe,Casier judiciaire,Judiciaire,104.0,16.0,0.02,2023-09-04,Concours,Rejetée,Guichet,78.0,M,CT054,Centre Principal Sokodé,Principal,Poste,8.6473,1.0778,248.0,12.0,07:30-17:30,Non,Complet,2020-12-15,Actif,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,2023.0,3.0,556.0,18.660000000000004,0.064,35.0,6.0,240.0,3.0
D115,Plateaux,Kloto,Kpalimé,Golfe,Casier judiciaire,Judiciaire,43.0,37.0,0.02,2023-08-15,Voyage,En cours,En ligne,37.0,M,CT008,Centre Principal Kpalimé,Principal,Préfecture,7.6305,0.9746,355.0,11.0,07:30-17:30,Non,Complet,2017-07-12,Actif,COM058,7.0321,1.3751,413.0,133.0,1969.0,BP 284,Urbaine,101.0,Transition,630000.0,0.16,0.31,0.86,0.83,0.42,0.63,0.69,0.64,108.0,7.0,19.0,106987.0,371.0,288.0,0.65,0.67,20.0,19256.0,142208.0,2024.0,1.0,628.0,21.160000000000004,0.06599999999999999,25.2,16.0,315.0,2.3666666666666667
D115,Plateaux,Kloto,Kpalimé,Golfe,Casier judiciaire,Judiciaire,43.0,37.0,0.02,2023-08-15,Voyage,En cours,En ligne,37.0,M,CT035,Centre Principal Kpalimé,Principal,Carrefour,7.2829,1.1346,229.0,8.0,07:30-17:30,Oui,Complet,2021-09-27,Actif,COM058,7.0321,1.3751,413.0,133.0,1969.0,BP 284,Urbaine,101.0,Transition,630000.0,0.16,0.31,0.86,0.83,0.42,0.63,0.69,0.64,108.0,7.0,19.0,106987.0,371.0,288.0,0.65,0.67,20.0,19256.0,142208.0,2024.0,1.0,628.0,21.160000000000004,0.06599999999999999,24.08333333333333,42.0,315.0,2.3666666666666667
D116,Maritime,Lacs,Aného,Tokoin,Acte de naissance,Civil,66.0,6.0,0.09,2023-06-01,Perte,Rejetée,En ligne,53.0,F,CT019,Centre Aného,Secondaire,Carrefour,6.5515,1.5809,101.0,6.0,08:00-16:00,Non,Partiel,2023-07-09,Actif,COM020,6.3144,1.3789,54.0,249.0,89.0,BP 235,Rurale,27.0,Côtière,560000.0,0.16,0.31,0.86,0.83,0.46,0.63,0.69,0.66,98.0,6.0,16.0,179805.0,304.0,591.0,0.75,0.83,24.0,31412.0,193016.0,2023.0,1.0,420.0,11.2,0.03,21.08333333333333,99.0,435.0,3.266666666666667
D116,Maritime,Lacs,Aného,Tokoin,Acte de naissance,Civil,66.0,6.0,0.09,2023-06-01,Perte,Rejetée,En ligne,53.0,F,CT023,Centre Aného,Secondaire,Hôpital,6.4766,1.6806,35.0,5.0,08:00-16:00,Non,Limite,2018-12-25,Actif,COM020,6.3144,1.3789,54.0,249.0,89.0,BP 235,Rurale,27.0,Côtière,560000.0,0.16,0.31,0.86,0.83,0.46,0.63,0.69,0.66,98.0,6.0,16.0,179805.0,304.0,591.0,0.75,0.83,24.0,31412.0,193016.0,2023.0,1.0,420.0,11.2,0.03,22.55555555555556,50.0,435.0,3.266666666666667
D116,Maritime,Lacs,Aného,Tokoin,Acte de naissance,Civil,66.0,6.0,0.09,2023-06-01,Perte,Rejetée,En ligne,53.0,F,CT024,Centre Aného,Secondaire,Centre ville,6.3565,1.5655,88.0,6.0,08:00-16:00,Non,Partiel,2020-08-10,Actif,COM020,6.3144,1.3789,54.0,249.0,89.0,BP 235,Rurale,27.0,Côtière,560000.0,0.16,0.31,0.86,0.83,0.46,0.63,0.69,0.66,98.0,6.0,16.0,179805.0,304.0,591.0,0.75,0.83,24.0,31412.0,193016.0,2023.0,1.0,420.0,11.2,0.03,22.142857142857142,19.0,435.0,3.266666666666667
D116,Maritime,Lacs,Aného,Tokoin,Acte de naissance,Civil,66.0,6.0,0.09,2023-06-01,Perte,Rejetée,En ligne,53.0,F,CT045,Centre Aného,Secondaire,Zone industrielle,6.5721,1.2267,100.0,2.0,08:00-16:00,Non,Limite,2017-01-21,Actif,COM020,6.3144,1.3789,54.0,249.0,89.0,BP 235,Rurale,27.0,Côtière,560000.0,0.16,0.31,0.86,0.83,0.46,0.63,0.69,0.66,98.0,6.0,16.0,179805.0,304.0,591.0,0.75,0.83,24.0,31412.0,193016.0,2023.0,1.0,420.0,11.2,0.03,22.75,61.0,435.0,3.266666666666667
D117,Savanes,Tône,Dapaong,Kwé,Casier judiciaire,Judiciaire,111.0,34.0,0.07,2023-07-06,Concours,Rejetée,Guichet,59.0,F,CT001,Centre Principal Dapaong,Principal,Administratif,10.592,0.4742,300.0,12.0,07:30-17:30,Non,Complet,2016-02-14,Actif,COM157,10.2444,0.6929,164.0,187.0,3082.0,BP 32,Urbaine,460.0,Savane,720000.0,0.13,0.27,0.9200000000000002,0.89,0.6,0.69,0.75,0.73,190.0,13.0,30.0,115222.0,275.0,418.0,0.6,0.67,24.0,18856.0,172975.0,2024.0,1.0,958.0,19.28,0.06200000000000001,17.555555555555557,57.0,130.0,1.9
